SITE,PLOT,TREAT,SPP,DBH_CM,CANOPY,STEM_TYPE,CLUMP_TYPE,DIV,HEIGHT_M
DALTON,40_2,2,SALIX,3.51,80,CLUMP,END,d,3.7
DALTON,40_2,2,SALIX,0.71,50,CLUMP,START,d,1.5
DALTON,40_2,2,SALIX,0.86,90,CLUMP,,d,2.1
DALTON,40_2,2,SALIX,1.19,25,CLUMP,,d,2.4
DALTON,40_2,2,SALIX,1.12,20,CLUMP,,d,1.5
DALTON,40_2,2,SALIX,1.75,90,CLUMP,END,d,2.4
DALTON,40_2,2,SALIX,1.75,65,CLUMP,START,d,2.4
DALTON,40_2,2,SALIX,0.23,0,CLUMP,,d,1.5
DALTON,40_2,2,SALIX,1.68,35,CLUMP,,d,2.4
DALTON,40_2,2,SALIX,1.04,40,CLUMP,,d,2.4
DALTON,40_2,2,SALIX,0.97,0,CLUMP,,d,1.7
DALTON,40_2,2,SALIX,1.6,45,CLUMP,,d,2.7
DALTON,40_2,2,SALIX,0.48,10,CLUMP,END,d,1.8
DALTON,40_2,2,BENE,1.5,90,IND,,d,2.4
DALTON,40_2,2,POTR,0.56,50,IND,,d,1.5
DALTON,40_2,2,BENE,3.02,90,IND,,d,3.7
DALTON,40_2,2,BENE,3.02,90,IND,,d,3.7
DALTON,40_2,2,BENE,0.71,90,IND,,d,4.6
DALTON,40_2,2,SALIX,1.5,70,IND,,d,2.4
DALTON,40_2,2,BENE,1.91,80,IND,,d,3
DALTON,40_2,2,SALIX,1.12,70,IND,,d,3
DALTON,40_2,2,POTR,2.31,65,CLUMP,START,d,3.7
DALTON,40_2,2,POTR,1.27,70,CLUMP,END,d,2.7
DALTON,40_2,2,BENE,0.71,5,IND,,d,1.8
DALTON,40_2,2,BENE,3.1,75,IND,,d,3
DALTON,40_2,2,BENE,1.83,80,IND,,d,3.4
DALTON,40_2,2,SALIX,1.04,50,CLUMP,START,d,1.8
DALTON,40_2,2,SALIX,2.87,50,CLUMP,,d,2.4
DALTON,40_2,2,SALIX,2.87,25,CLUMP,,d,2.1
DALTON,40_2,2,SALIX,1.35,0,CLUMP,,d,2.1
DALTON,40_2,2,SALIX,2.13,75,CLUMP,,d,2.7
DALTON,40_2,2,SALIX,0.71,75,CLUMP,,d,1.8
DALTON,40_2,2,SALIX,1.12,90,CLUMP,END,d,2.4
DALTON,42_1,1,BENE,1.04,95,IND,,d,2.4
DALTON,42_1,1,PIME,0.41,100,IND,,c,1.5
DALTON,42_1,1,PIME,0.41,100,IND,,c,1.5
DALTON,42_1,1,PIME,0.86,100,IND,,c,1.5
DALTON,42_1,1,PIME,0.48,100,IND,,c,0.3
DALTON,42_1,1,SALIX,0.56,90,CLUMP,START,d,0.5
DALTON,42_1,1,SALIX,0.41,90,CLUMP,END,d,0.5
DALTON,42_1,1,PIME,0.71,90,IND,,c,0.8
DALTON,42_1,1,PIME,0.33,100,IND,,c,0.3
DALTON,42_1,1,PIME,1.12,90,IND,,c,0.9
DALTON,42_1,1,PIME,0.41,100,IND,,c,0.2
DALTON,42_1,1,PIME,0.41,100,IND,,c,0.3
DALTON,42_1,1,SALIX,0.15,100,,,d,0.2
DALTON,42_1,1,SALIX,0.08,100,,,d,0.1
DALTON,42_1,1,SALIX,0.33,0,,,d,0.3
DALTON,42_1,1,SALIX,0.23,100,,,d,0.2
DALTON,42_1,1,SALIX,0.23,100,,,d,0.2
DALTON,42_1,1,SALIX,0.33,0,CLUMP,START,d,0.3
DALTON,42_1,1,SALIX,0.23,75,CLUMP,,d,0.1
DALTON,42_1,1,SALIX,0.15,90,CLUMP,END,d,0.2
DALTON,42_1,1,PIME,0.33,100,IND,,c,0.1
DALTON,42_1,1,PIME,0.48,100,IND,,c,0.3
DALTON,42_1,1,SALIX,0.48,100,IND,,d,0.6
DALTON,42_1,1,SALIX,0.23,10,CLUMP,START,d,0.2
DALTON,42_1,1,SALIX,0.41,100,CLUMP,,d,0.6
DALTON,42_1,1,SALIX,0.33,80,CLUMP,,d,0.6
DALTON,42_1,1,SALIX,0.23,50,CLUMP,END,d,0.3
DALTON,42_1,1,ALCR,1.19,75,CLUMP,START,d,2.7
DALTON,42_1,1,ALCR,1.27,100,CLUMP,,d,2.9
DALTON,42_1,1,ALCR,1.27,95,CLUMP,END,d,2.4
DALTON,42_1,1,BENE,0.33,100,IND,,d,1.5
DALTON,42_1,1,BENE,0.33,70,IND,,d,1.5
DALTON,42_1,1,SALIX,0.41,50,CLUMP,START,d,0.6
DALTON,42_1,1,SALIX,0.56,90,CLUMP,,d,0.8
DALTON,42_1,1,SALIX,0.71,90,CLUMP,,d,0.8
DALTON,42_1,1,SALIX,0.56,90,CLUMP,,d,0.8
DALTON,42_1,1,SALIX,0.48,50,CLUMP,,d,0.3
DALTON,42_1,1,SALIX,0.48,10,CLUMP,,d,0.6
DALTON,42_1,1,SALIX,0.33,50,CLUMP,,d,0.5
DALTON,42_1,1,SALIX,0.15,0,CLUMP,,d,0.2
DALTON,42_1,1,SALIX,0.15,100,CLUMP,,d,0.2
DALTON,42_1,1,SALIX,0.33,100,CLUMP,,d,0.4
DALTON,42_1,1,SALIX,0.23,100,CLUMP,,d,0.3
DALTON,42_1,1,SALIX,0.33,50,CLUMP,END,d,0.6
DALTON,42_1,1,SALIX,0.33,10,CLUMP,START,d,0.5
DALTON,42_1,1,SALIX,0.48,90,CLUMP,,d,0.6
DALTON,42_1,1,SALIX,0.23,100,CLUMP,END,d,0.2
DALTON,42_1,1,SALIX,0.56,90,IND,,d,0.6
DALTON,42_1,1,SALIX,0.56,10,CLUMP,START,d,0.5
DALTON,42_1,1,SALIX,0.64,50,CLUMP,,d,0.6
DALTON,42_1,1,SALIX,0.79,75,CLUMP,END,d,0.8
DALTON,42_1,1,SALIX,0.48,75,IND,,d,0.6
DALTON,42_1,1,SALIX,0.23,90,IND,,d,0.2
DALTON,42_1,1,SALIX,0.56,50,IND,,d,0.6
DALTON,42_1,1,SALIX,0.41,50,IND,,d,0.3
DALTON,42_1,1,SALIX,0.48,10,IND,,d,0.6
DALTON,42_1,1,PIME,0.23,100,IND,,c,0.1
DALTON,42_1,1,PIME,0.86,90,IND,,c,0.5
DALTON,42_1,1,PIME,0.41,100,IND,,c,0.3
DALTON,42_1,1,PIME,0.33,100,IND,,c,0.3
DALTON,42_1,1,PIME,1.83,100,IND,,c,0.9
DALTON,42_1,1,PIME,0.64,100,IND,,c,0.3
DALTON,42_1,1,PIME,0.33,100,IND,,c,0.2
DALTON,42_1,1,PIME,0.23,100,IND,,c,0.2
DALTON,42_1,1,SALIX,0.48,90,CLUMP,START,d,0.6
DALTON,42_1,1,SALIX,0.56,90,CLUMP,,d,0.8
DALTON,42_1,1,SALIX,0.33,75,CLUMP,,d,0.6
DALTON,42_1,1,SALIX,0.33,50,CLUMP,END,d,0.5
DALTON,42_1,1,SALIX,0.48,50,IND,,d,0.5
DALTON,54_3,3,PIME,1.27,50,IND,,c,0.6
DALTON,54_3,3,PIME,0.15,100,IND,,c,0.1
DALTON,54_3,3,PIME,0.15,100,IND,,c,0.1
DALTON,54_3,3,PIME,0.15,100,IND,,c,0.1
DALTON,54_3,3,PIME,0.15,100,IND,,c,0.1
DALTON,54_3,3,PIME,0.33,100,IND,,c,0.1
DALTON,54_3,3,PIME,0.15,100,IND,,c,0.1
DALTON,54_3,3,PIME,0.23,100,IND,,c,0.1
DALTON,54_3,3,BENE,8.59,100,IND,,d,7.6
DALTON,54_3,3,BENE,0.64,90,CLUMP,START,d,2.4
DALTON,54_3,3,BENE,0.33,50,CLUMP,,d,1.5
DALTON,54_3,3,BENE,3.4,95,CLUMP,,d,4.6
DALTON,54_3,3,BENE,0.86,50,CLUMP,END,d,2.7
DALTON,54_3,3,BENE,4.6,100,CLUMP,START,d,6.1
DALTON,54_3,3,BENE,4.29,95,CLUMP,END,d,4.6
DALTON,54_3,3,BENE,2.13,95,IND,,d,3
DALTON,54_3,3,BENE,3.4,75,IND,,d,4.6
DALTON,54_3,3,BENE,2.62,80,CLUMP,START,d,3.7
DALTON,54_3,3,BENE,2.54,90,CLUMP,END,d,3.7
DALTON,54_3,3,BENE,0.79,50,IND,,d,2.1
DALTON,54_3,3,SALIX,1.42,75,IND,,d,2.7
DALTON,54_3,3,SALIX,1.6,75,IND,,d,2.7
DALTON,54_3,3,SALIX,0.64,75,IND,,d,1.8
DALTON,54_3,3,BENE,2.95,90,IND,,d,3.7
DALTON,54_3,3,BENE,2.39,95,IND,,d,3.7
DALTON,54_3,3,BENE,2.13,80,CLUMP,START,d,3
DALTON,54_3,3,BENE,1.04,50,CLUMP,END,d,1.8
DALTON,54_3,3,BENE,1.04,95,IND,,d,2.4
DALTON,54_3,3,BENE,2.46,95,IND,,d,3.7
DALTON,54_3,3,BENE,3.51,95,IND,,d,4.6
DALTON,54_3,3,BENE,2.06,95,CLUMP,START,d,3
DALTON,54_3,3,BENE,3.25,95,CLUMP,END,d,3.7
DALTON,14_3,3,SALIX,0.86,50,IND,,d,0.1
DALTON,14_3,3,SALIX,0.15,100,IND,,d,0.1
DALTON,14_3,3,BENE,1.27,50,CLUMP,START,d,0.3
DALTON,14_3,3,BENE,1.83,0,CLUMP,,d,0.9
DALTON,14_3,3,BENE,0.71,0,CLUMP,,d,0.2
DALTON,14_3,3,BENE,0.48,75,CLUMP,END,d,0.6
DALTON,14_3,3,BENE,0.41,25,IND,,d,1.5
DALTON,14_3,3,SALIX,1.75,25,CLUMP,START,d,1.1
DALTON,14_3,3,SALIX,1.19,25,CLUMP,,d,0.5
DALTON,14_3,3,SALIX,0.97,50,CLUMP,END,d,0.5
DALTON,14_3,3,SALIX,0.56,50,CLUMP,START,d,1.4
DALTON,14_3,3,SALIX,0.97,50,CLUMP,,d,0.9
DALTON,14_3,3,SALIX,1.91,25,CLUMP,END,d,1.2
DALTON,14_3,3,SALIX,0.64,75,IND,,d,2.1
DALTON,14_3,3,BENE,1.68,90,IND,,d,3
DALTON,14_3,3,BENE,1.27,90,IND,,d,2.7
DALTON,14_3,3,BENE,2.95,90,IND,,d,3.7
DALTON,14_3,3,BENE,0.97,90,IND,,d,2.4
DALTON,14_3,3,BENE,1.04,85,IND,,d,2.4
DALTON,14_3,3,BENE,0.79,20,CLUMP,START,d,1.7
DALTON,14_3,3,BENE,0.64,75,CLUMP,END,d,1.8
DALTON,14_3,3,BENE,1.98,0,IND,,d,2.1
DALTON,14_3,3,BENE,1.75,0,IND,,d,3
DALTON,14_3,3,BENE,1.35,90,CLUMP,START,d,2.7
DALTON,14_3,3,BENE,1.12,90,CLUMP,END,d,2.4
DALTON,14_3,3,BENE,3.25,95,CLUMP,START,d,3.7
DALTON,14_3,3,BENE,2.69,90,CLUMP,,d,3.7
DALTON,14_3,3,BENE,1.83,75,CLUMP,END,d,2.7
DALTON,14_3,3,BENE,0.71,50,CLUMP,START,d,0.3
DALTON,14_3,3,BENE,2.31,25,CLUMP,,d,0.9
DALTON,14_3,3,BENE,2.06,10,CLUMP,END,d,0.9
DALTON,14_3,3,BENE,1.42,10,CLUMP,START,d,0.3
DALTON,14_3,3,BENE,0.64,0,CLUMP,,d,0.1
DALTON,14_3,3,BENE,2.24,20,CLUMP,END,d,0.9
DALTON,14_3,3,SALIX,0.97,75,IND,,d,2.4
DALTON,14_3,3,SALIX,0.97,25,IND,,d,0.5
DALTON,14_3,3,ALCR,2.24,75,CLUMP,START,d,3
DALTON,14_3,3,ALCR,0.56,90,CLUMP,,d,2.1
DALTON,14_3,3,ALCR,1.12,90,CLUMP,END,d,2.7
DALTON,14_3,3,SALIX,1.27,75,CLUMP,START,d,2.4
DALTON,14_3,3,SALIX,1.04,75,CLUMP,END,d,2.1
DALTON,14_3,3,SALIX,0.97,90,IND,,d,2.4
DALTON,14_3,3,SALIX,1.19,90,CLUMP,START,d,2.1
DALTON,14_3,3,SALIX,1.35,90,CLUMP,END,d,2.7
DALTON,14_3,3,SALIX,1.83,80,CLUMP,START,d,2.7
DALTON,14_3,3,SALIX,0.97,0,CLUMP,,d,2.1
DALTON,14_3,3,SALIX,1.04,25,CLUMP,,d,1.8
DALTON,14_3,3,SALIX,1.75,90,CLUMP,END,d,2.4
DALTON,14_3,3,SALIX,1.75,90,CLUMP,START,d,3
DALTON,14_3,3,SALIX,2.31,80,CLUMP,END,d,3.7
DALTON,14_3,3,ALCR,1.12,80,CLUMP,START,d,2.4
DALTON,14_3,3,ALCR,1.75,95,CLUMP,,d,3
DALTON,14_3,3,ALCR,1.12,80,CLUMP,END,d,2.4
DALTON,14_3,3,ALCR,1.35,95,CLUMP,START,d,2.4
DALTON,14_3,3,ALCR,0.86,95,CLUMP,END,d,2.1
DALTON,14_3,3,ALCR,1.42,80,CLUMP,START,d,2.4
DALTON,14_3,3,ALCR,1.42,80,CLUMP,END,d,2.7
DALTON,14_3,3,ALCR,1.42,90,CLUMP,START,d,2.7
DALTON,14_3,3,ALCR,1.6,90,CLUMP,,d,2.7
DALTON,14_3,3,ALCR,1.35,90,CLUMP,END,d,2.7
DALTON,14_3,3,ALCR,1.5,90,CLUMP,START,d,2.7
DALTON,14_3,3,ALCR,1.68,90,CLUMP,,d,2.7
DALTON,14_3,3,ALCR,1.75,80,CLUMP,,d,2.7
DALTON,14_3,3,ALCR,1.98,90,CLUMP,END,d,3.7
DALTON,14_3,3,ALCR,1.35,75,CLUMP,START,d,2.4
DALTON,14_3,3,ALCR,1.27,75,CLUMP,,d,2.4
DALTON,14_3,3,ALCR,1.42,85,CLUMP,END,d,1.5
DALTON,14_3,3,ALCR,1.6,80,CLUMP,START,d,2.7
DALTON,14_3,3,ALCR,0.79,90,CLUMP,,d,2
DALTON,14_3,3,ALCR,0.79,90,CLUMP,END,d,1.8
DALTON,37_3,3,BENE,4.93,0,CLUMP,START,d,1.4
DALTON,37_3,3,BENE,0.86,0,CLUMP,END,d,1.4
DALTON,37_3,3,BENE,4.52,100,CLUMP,START,d,3.7
DALTON,37_3,3,BENE,5,0,CLUMP,END,d,1.2
DALTON,37_3,3,BENE,4.22,90,IND,,d,3.7
DALTON,37_3,3,BENE,0.41,90,IND,,d,0.3
DALTON,37_3,3,BENE,2.24,95,IND,,d,3
DALTON,37_3,3,BENE,0.56,80,IND,,d,0.3
DALTON,37_3,3,SALIX,0.86,80,IND,,d,0.5
DALTON,37_3,3,SALIX,0.64,70,IND,,d,0.3
DALTON,37_3,3,ALCR,2.62,90,CLUMP,START,d,3.7
DALTON,37_3,3,ALCR,3.58,90,CLUMP,,d,3.7
DALTON,37_3,3,ALCR,3.33,80,CLUMP,,d,3.7
DALTON,37_3,3,ALCR,3.02,95,CLUMP,,d,3
DALTON,37_3,3,ALCR,2.54,80,CLUMP,END,d,3
DALTON,37_3,3,ALCR,1.12,10,IND,,d,2.4
DALTON,37_3,3,SALIX,1.04,50,IND,,d,0.6
DALTON,37_3,3,SALIX,0.86,70,IND,,d,0.6
DALTON,37_3,3,SALIX,0.15,70,IND,,d,0.1
DALTON,37_3,3,SALIX,0.71,0,IND,,d,0.1
DALTON,37_3,3,ALCR,0.23,95,CLUMP,START,d,1.4
DALTON,37_3,3,ALCR,2.13,90,CLUMP,END,d,3
DALTON,37_3,3,SALIX,0.08,100,IND,,d,0
DALTON,37_3,3,SALIX,0.15,100,IND,,d,0
DALTON,37_3,3,SALIX,0.08,30,IND,,d,0.1
DALTON,37_3,3,SALIX,0.23,60,IND,,d,0.1
DALTON,37_3,3,SALIX,0.08,100,IND,,d,0
DALTON,37_3,3,SALIX,0.71,70,CLUMP,START,d,0.9
DALTON,37_3,3,SALIX,0.64,80,CLUMP,END,d,0.1
DALTON,37_3,3,SALIX,0.97,90,CLUMP,START,d,2.4
DALTON,37_3,3,SALIX,0.86,95,CLUMP,END,d,2
DALTON,37_3,3,ALCR,1.83,50,CLUMP,START,d,2.7
DALTON,37_3,3,ALCR,1.6,75,CLUMP,,d,2.7
DALTON,37_3,3,ALCR,2.77,90,CLUMP,,d,3.4
DALTON,37_3,3,ALCR,2.31,95,CLUMP,,d,3.4
DALTON,37_3,3,ALCR,2.31,75,CLUMP,END,d,3.4
DALTON,37_3,3,BENE,2.39,80,IND,,d,3.4
DALTON,37_3,3,BENE,2.69,95,CLUMP,START,d,2.7
DALTON,37_3,3,BENE,3.17,90,CLUMP,END,d,3.7
DALTON,37_3,3,BENE,2.31,95,IND,,d,3
DALTON,37_3,3,BENE,2.13,90,IND,,d,3.4
DALTON,37_3,3,BENE,4.44,0,CLUMP,START,d,2.1
DALTON,37_3,3,BENE,4.14,95,CLUMP,,d,4.6
DALTON,37_3,3,BENE,0.64,75,CLUMP,END,d,1.8
DALTON,37_3,3,BENE,2.39,90,IND,,d,3.7
DALTON,37_3,3,BENE,3.25,95,IND,,d,4.6
DALTON,37_3,3,BENE,2.24,90,IND,,d,2.7
DALTON,37_3,3,BENE,2.24,95,IND,,d,3.7
DALTON,37_3,3,BENE,2.62,90,IND,,d,3
DALTON,37_3,3,BENE,2.77,95,IND,,d,3.7
DALTON,37_3,3,BENE,5.16,95,IND,,d,6.1
DALTON,37_3,3,BENE,1.5,90,IND,,d,2.7
DALTON,37_3,3,SALIX,0.08,60,IND,,d,0.1
DALTON,37_3,3,SALIX,0.15,60,IND,,d,0.1
DALTON,37_3,3,SALIX,2.39,90,CLUMP,START,d,3.7
DALTON,37_3,3,SALIX,2.13,85,CLUMP,,d,3
DALTON,37_3,3,SALIX,2.39,85,CLUMP,,d,3
DALTON,37_3,3,SALIX,2.24,85,CLUMP,,d,3
DALTON,37_3,3,SALIX,2.31,90,CLUMP,END,d,3
DALTON,37_3,3,SALIX,1.98,90,CLUMP,START,d,3.4
DALTON,37_3,3,SALIX,1.12,100,CLUMP,,d,2.4
DALTON,37_3,3,SALIX,1.5,75,CLUMP,END,d,2.4
DALTON,37_3,3,SALIX,1.83,95,CLUMP,START,d,2.4
DALTON,37_3,3,SALIX,0.86,90,CLUMP,END,d,2.1
DALTON,37_3,3,BENE,2.95,80,IND,,d,3.7
DALTON,37_3,3,BENE,0.33,25,IND,,d,1.4
DALTON,37_3,3,ALCR,0.33,100,IND,,d,1.4
DALTON,37_3,3,SALIX,1.12,50,IND,,d,2.7
DALTON,37_3,3,BENE,0.79,90,IND,,d,0.1
DALTON,37_3,3,SALIX,1.83,85,IND,,d,3.7
DALTON,37_3,3,ALCR,0.41,100,IND,,d,1.5
DALTON,37_3,3,ALCR,0.56,95,CLUMP,START,d,2.1
DALTON,37_3,3,ALCR,0.48,100,CLUMP,,d,1.8
DALTON,37_3,3,ALCR,0.23,100,CLUMP,,d,1.5
DALTON,37_3,3,ALCR,0.23,100,CLUMP,,d,1.5
DALTON,37_3,3,ALCR,0.15,100,CLUMP,,d,1.4
DALTON,37_3,3,ALCR,0.15,100,CLUMP,,d,1.4
DALTON,37_3,3,ALCR,0.15,100,CLUMP,,d,1.4
DALTON,37_3,3,ALCR,0.33,100,CLUMP,END,d,1.7
DALTON,7_3,3,SALIX,0.23,90,IND,,d,0.2
DALTON,7_3,3,SALIX,0.15,100,IND,,d,0.1
DALTON,7_3,3,SALIX,0.41,50,IND,,d,0.1
DALTON,7_3,3,SALIX,0.64,50,IND,,d,0.3
DALTON,7_3,3,SALIX,0.33,80,IND,,d,0.2
DALTON,7_3,3,SALIX,0.15,50,IND,,d,0.1
DALTON,7_3,3,POTR,0.64,100,IND,,d,0.2
DALTON,7_3,3,BENE,0.23,90,CLUMP,START,d,0.2
DALTON,7_3,3,BENE,0.15,100,CLUMP,,d,0.1
DALTON,7_3,3,BENE,0.23,0,CLUMP,END,d,0
DALTON,7_3,3,SALIX,0.79,50,IND,,d,0.3
DALTON,7_3,3,BENE,0.97,90,IND,,d,2.1
DALTON,7_3,3,SALIX,0.41,80,CLUMP,START,d,0.2
DALTON,7_3,3,SALIX,0.15,75,CLUMP,,d,0.1
DALTON,7_3,3,SALIX,0.41,75,CLUMP,END,d,0.3
DALTON,7_3,3,ALCR,0.15,75,IND,,d,0.1
DALTON,7_3,3,BENE,0.23,90,IND,,d,0.2
DALTON,7_3,3,BENE,0.33,90,IND,,d,0.2
DALTON,7_3,3,BENE,2.39,95,IND,,d,1.1
DALTON,7_3,3,BENE,0.15,80,IND,,d,0.1
DALTON,7_3,3,BENE,0.15,80,IND,,d,0.1
DALTON,7_3,3,BENE,3.33,90,IND,,d,3.7
DALTON,7_3,3,BENE,1.04,100,IND,,d,2.7
DALTON,7_3,3,BENE,1.6,100,IND,,d,0.9
DALTON,7_3,3,SALIX,0.71,90,IND,,d,0.4
DALTON,7_3,3,SALIX,1.68,0,IND,,d,1.1
DALTON,7_3,3,BENE,3.1,90,IND,,d,3.7
DALTON,7_3,3,SALIX,1.5,80,CLUMP,START,d,3
DALTON,7_3,3,SALIX,1.42,80,CLUMP,END,d,3
DALTON,7_3,3,SALIX,2.31,75,CLUMP,START,d,3.7
DALTON,7_3,3,SALIX,1.91,75,CLUMP,END,d,3.7
DALTON,7_3,3,BENE,2.31,100,IND,,d,3.7
DALTON,7_3,3,SALIX,2.77,90,IND,,d,3.7
DALTON,7_3,3,SALIX,0.97,25,IND,,d,2.1
DALTON,7_3,3,BENE,2.24,100,IND,,d,3.7
DALTON,7_3,3,BENE,2.39,100,CLUMP,START,d,3.7
DALTON,7_3,3,BENE,1.04,100,CLUMP,END,d,2.7
DALTON,7_3,3,BENE,3.66,100,IND,,d,4.6
DALTON,7_3,3,BENE,1.19,100,IND,,d,2.7
DALTON,7_3,3,BENE,2.69,100,IND,,d,3
DALTON,7_3,3,BENE,2.46,100,IND,,d,3.7
DALTON,7_3,3,BENE,3.25,100,IND,,d,3.7
DALTON,7_3,3,SALIX,1.5,50,IND,,d,2.7
DALTON,7_3,3,ALCR,2.46,95,CLUMP,START,d,3.7
DALTON,7_3,3,ALCR,2.69,95,CLUMP,,d,3.7
DALTON,7_3,3,ALCR,1.35,95,CLUMP,END,d,2.7
DALTON,7_3,3,ALCR,2.31,90,CLUMP,START,d,3
DALTON,7_3,3,ALCR,1.42,90,CLUMP,,d,2.7
DALTON,7_3,3,ALCR,1.19,75,CLUMP,,d,2.4
DALTON,7_3,3,ALCR,2.31,90,CLUMP,,d,3.7
DALTON,7_3,3,ALCR,2.13,90,CLUMP,,d,3.7
DALTON,7_3,3,ALCR,1.6,90,CLUMP,,d,3.7
DALTON,7_3,3,ALCR,1.91,90,CLUMP,,d,3.7
DALTON,7_3,3,ALCR,2.06,80,CLUMP,,d,3.7
DALTON,7_3,3,ALCR,0.79,90,CLUMP,,d,2.4
DALTON,7_3,3,ALCR,1.98,95,CLUMP,END,d,3.7
DALTON,7_3,3,BENE,1.27,100,IND,,d,0.8
DALTON,7_3,3,BENE,2.46,95,CLUMP,START,d,1.1
DALTON,7_3,3,BENE,0.64,100,CLUMP,,d,0.3
DALTON,7_3,3,BENE,0.23,100,CLUMP,,d,0.2
DALTON,7_3,3,BENE,0.15,0,CLUMP,,d,0.1
DALTON,7_3,3,BENE,0.15,100,CLUMP,,d,0.2
DALTON,7_3,3,BENE,0.15,100,CLUMP,,d,0.2
DALTON,7_3,3,BENE,0.33,100,CLUMP,END,d,0.3
DALTON,7_3,3,BENE,2.13,95,IND,,d,3
DALTON,7_3,3,ALCR,3.1,75,CLUMP,START,d,3
DALTON,7_3,3,ALCR,2.24,90,CLUMP,,d,3
DALTON,7_3,3,ALCR,0.64,60,CLUMP,,d,2.1
DALTON,7_3,3,ALCR,3.33,90,CLUMP,END,d,2.1
DALTON,7_3,3,ALCR,1.6,95,IND,,d,3
DALTON,7_3,3,ALCR,1.6,100,IND,,d,2.7
DALTON,7_3,3,ALCR,1.75,95,IND,,d,2.7
DALTON,7_3,3,ALCR,1.27,90,CLUMP,START,d,2.4
DALTON,7_3,3,ALCR,1.35,90,CLUMP,,d,2.4
DALTON,7_3,3,ALCR,1.91,90,CLUMP,,d,2.7
DALTON,7_3,3,ALCR,1.98,90,CLUMP,END,d,2.7
DALTON,7_3,3,ALCR,1.42,90,IND,,d,2.7
DALTON,7_3,3,SALIX,0.97,25,CLUMP,START,d,2.3
DALTON,7_3,3,SALIX,1.6,25,CLUMP,,d,2.4
DALTON,7_3,3,SALIX,0.71,50,CLUMP,,d,2
DALTON,7_3,3,SALIX,1.98,75,CLUMP,,d,3
DALTON,7_3,3,SALIX,1.6,75,CLUMP,,d,2.7
DALTON,7_3,3,SALIX,2.13,0,CLUMP,,d,3
DALTON,7_3,3,SALIX,2.24,0,CLUMP,,d,3
DALTON,7_3,3,SALIX,0.97,90,CLUMP,,d,2.7
DALTON,7_3,3,SALIX,0.64,90,CLUMP,END,d,2.1
DALTON,11_0,0,PIME,1.19,25,IND,,c,1.1
DALTON,11_0,0,PIME,5.41,40,IND,,c,7.6
DALTON,11_0,0,PIME,7.95,40,CLUMP,START,c,13.7
DALTON,11_0,0,PIME,5.08,30,CLUMP,END,c,6.1
DALTON,11_0,0,PIME,7.95,60,IND,,c,7.6
DALTON,11_0,0,PIME,0.33,100,IND,,c,0.3
DALTON,11_0,0,PIME,0.48,100,IND,,c,0.2
DALTON,11_0,0,PIME,0.71,75,IND,,c,0.4
DALTON,11_0,0,PIME,0.41,80,IND,,c,0.3
DALTON,11_0,0,PIME,3.33,65,IND,,c,6.1
DALTON,11_0,0,PIME,3.89,25,IND,,c,3.7
DALTON,11_0,0,PIME,5.79,50,IND,,c,9.1
DALTON,11_0,0,PIME,4.6,70,IND,,c,7.6
DALTON,11_0,0,PIME,0.48,50,IND,,c,0.2
DALTON,11_0,0,PIME,1.19,60,IND,,c,1.8
DALTON,11_0,0,PIME,1.27,90,IND,,c,0.9
DALTON,11_0,0,PIME,0.71,90,IND,,c,0.5
DALTON,11_0,0,PIME,0.79,100,IND,,c,0.5
DALTON,11_0,0,PIME,7.21,25,IND,,c,6.1
DALTON,11_0,0,PIME,12,40,IND,,c,9.1
DALTON,11_0,0,PIME,4.44,50,IND,,c,7.6
DALTON,11_0,0,PIME,2.62,75,IND,,c,4.6
DALTON,11_0,0,PIME,2.31,50,IND,,c,3.7
DALTON,11_0,0,PIME,4.6,25,IND,,c,9.1
DALTON,11_0,0,PIME,6.05,25,IND,,c,9.1
DALTON,11_0,0,PIME,5.87,25,IND,,c,9.1
DALTON,11_0,0,PIME,0.33,100,IND,,c,0.2
DALTON,11_0,0,PIME,5.41,50,IND,,c,7.6
DALTON,11_0,0,PIME,0.33,100,IND,,c,0.1
DALTON,11_0,0,PIME,0.23,100,IND,,c,0.2
DALTON,11_0,0,PIME,0.15,100,IND,,c,0.1
DALTON,11_0,0,PIME,7.95,40,IND,,c,12.2
DALTON,11_0,0,PIME,0.97,0,IND,,c,1.5
DALTON,11_0,0,PIME,7.06,20,CLUMP,START,c,10.7
DALTON,11_0,0,PIME,1.5,10,CLUMP,END,c,3.7
DALTON,11_0,0,PIME,10.8,50,IND,,c,10.7
DALTON,11_0,0,PIME,4.85,30,IND,,c,6.1
DALTON,11_0,0,PIME,3.4,75,IND,,c,4.6
DALTON,11_0,0,PIME,0.97,80,IND,,c,1.7
DALTON,11_0,0,PIME,0.41,40,IND,,c,3.7
DALTON,11_0,0,PIME,7.32,35,IND,,c,10.7
DALTON,11_0,0,PIME,3.66,10,IND,,c,6.1
DALTON,11_0,0,PIME,7.21,80,IND,,c,9.1
DALTON,11_0,0,PIME,9.8,70,IND,,c,9.1
DALTON,11_0,0,PIME,10.6,80,IND,,c,9.1
DALTON,11_0,0,PIME,0.71,0,IND,,c,1.8
DALTON,11_0,0,PIME,2.13,90,IND,,c,2.4
DALTON,11_0,0,PIME,1.12,0,IND,,c,1.8
DALTON,11_0,0,PIME,1.19,0,IND,,c,1.5
DALTON,11_0,0,PIME,8.9,75,IND,,c,9.1
